NIVEL;DESCRIÇÃO ITEM;QUANTIDADE ITEM;COMPRIMENTO;PESO ITEM;CÓDICO ITEM;PROCESSOS;MASCARA ENTRADA;MASCARA SAÍDA;NATUREZA;HASH;LARGURA
109.4;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 1180MM";1;118 CM;0,8732 KG;;CS;301028;301028;3;NEO20260128a356;3,81 CM
109.4.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";1,18;;1;1010030005;;;;;;
109.5;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 271MM";3;27,1 CM;0,60162 KG;;CS;301028;301028;3;NEO202601288b37;3,81 CM
109.5.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,27;;1;1010030005;;;;;;
109.6;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 211MM";3;21,1 CM;0,46842 KG;;CS;301028;301028;3;NEO2026012889cf;3,81 CM
109.6.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,21;;1;1010030005;;;;;;
110;PAINEL LAJE-L-100X54;1;;8;;S;301009;301009;3;NEO2026012879e1;
110.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 980MM";2;98 CM;2,6656 KG;3010010191;;;;;;
110.1.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,98;;1;1010020001;;;;;;
110.2;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 540MM;2;54 CM;1,4688 KG;;CS F;301001;301001;3;NEO20260128694a;5,48 CM
110.2.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,54;;1;1010020004;;;;;;
110.3;CHAPA DE ALUMINIO 5052 H34  #4,00MM 990 X 540MM;1;54 CM;5,77368 KG;;CG C;301014;301014;3;NEO20260128d9a3;99 CM
110.3.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,54;;1;1010010004;;;;;;
110.4;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 980MM";1;98 CM;0,7252 KG;;CS;301028;301028;3;NEO202601281ca8;3,81 CM
110.4.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,98;;1;1010030005;;;;;;
110.5;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 271MM";2;27,1 CM;0,40108 KG;;CS;301028;301028;3;NEO202601288b37;3,81 CM
110.5.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,27;;1;1010030005;;;;;;
110.6;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 211MM";2;21,1 CM;0,31228 KG;;CS;301028;301028;3;NEO2026012889cf;3,81 CM
110.6.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,21;;1;1010030005;;;;;;
111;PAINEL LAJE-L-90X49;1;;7;;S;301009;301009;3;NEO20260128a07b;
111.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 880MM";2;88 CM;2,3936 KG;3010010223;;;;;;
111.1.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,88;;1;1010020001;;;;;;
111.2;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 490MM;2;49 CM;1,3328 KG;;CS F;301001;301001;3;NEO202601284209;5,48 CM
111.2.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,49;;1;1010020004;;;;;;
111.3;CHAPA DE ALUMINIO 5052 H34  #4,00MM 890 X 490MM;1;49 CM;4,70988 KG;;CG C;301014;301014;3;NEO2026012818b6;89 CM
111.3.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,49;;1;1010010004;;;;;;
111.4;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 880MM";1;88 CM;0,6512 KG;;CS;301028;301028;3;NEO20260128b200;3,81 CM
111.4.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,88;;1;1010030005;;;;;;
111.5;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 271MM";2;27,1 CM;0,40108 KG;;CS;301028;301028;3;NEO202601288b37;3,81 CM
111.5.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,27;;1;1010030005;;;;;;
111.6;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 211MM";2;21,1 CM;0,31228 KG;;CS;301028;301028;3;NEO2026012889cf;3,81 CM
111.6.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,21;;1;1010030005;;;;;;
112;PAINEL LAJE-L-116X40;1;;8;;S;301009;301009;3;NEO202601287aad;
112.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 1140MM";2;114 CM;3,1008 KG;3010012997;;;;;;
112.1.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";1,14;;1;1010020001;;;;;;
112.2;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 400MM;2;40 CM;1,088 KG;;CS F C;301011;301011;3;NEO202601285635;5,48 CM
112.2.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,4;;1;1010020004;;;;;;
112.3;CHAPA DE ALUMINIO 5052 H34  #4,00MM 1150 X 400MM;1;40 CM;4,968 KG;;CG C;301014;301014;3;NEO202601282b76;115 CM
112.3.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,4;;1;1010010004;;;;;;
112.4;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 380MM";2;38 CM;0,5624 KG;;CS;301028;301028;3;NEO20260128d9f9;3,81 CM
112.4.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,38;;1;1010030005;;;;;;
113;PAINEL LAJE-L-70X34;1;;3;;S;301009;301009;3;NEO2026012813da;
113.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 680MM";2;68 CM;1,8496 KG;3010010039;;;;;;
113.1.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,68;;1;1010020001;;;;;;
113.2;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 340MM;2;34 CM;0,9248 KG;;CS F;301001;301001;3;NEO20260128d776;5,48 CM
113.2.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,34;;1;1010020004;;;;;;
113.3;CHAPA DE ALUMINIO 5052 H34  #4,00MM 690 X 340MM;1;34 CM;2,53368 KG;;CG C;301014;301014;3;NEO202601280cbe;69 CM
113.3.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,34;;1;1010010004;;;;;;
113.4;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 320MM";2;32 CM;0,4736 KG;;CS;301028;301028;3;NEO202601281107;3,81 CM
113.4.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,32;;1;1010030005;;;;;;
114;PAINEL LAJE-L-60X34;1;;3;;S;301009;301009;3;NEO20260128ac3b;
114.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 580MM";2;58 CM;1,5776 KG;3010120001;;;;;;
114.1.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,58;;1;1010020001;;;;;;
114.2;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 340MM;2;34 CM;0,9248 KG;;CS F;301001;301001;3;NEO20260128d776;5,48 CM
114.2.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,34;;1;1010020004;;;;;;
114.3;CHAPA DE ALUMINIO 5052 H34  #4,00MM 590 X 340MM;1;34 CM;2,16648 KG;;CG C;301014;301014;3;NEO202601289bad;59 CM
114.3.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,34;;1;1010010004;;;;;;
114.4;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 320MM";1;32 CM;0,2368 KG;;CS;301028;301028;3;NEO202601281107;3,81 CM
114.4.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,32;;1;1010030005;;;;;;
115;PAINEL LAJE-L-86X20;1;;3;3010090028;;;;;;
115.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 840MM";2;84 CM;2,2848 KG;3010010062;;;;;;
115.1.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,84;;1;1010020001;;;;;;
115.2;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 200MM;2;20 CM;0,544 KG;;CS F;301001;301001;3;NEO20260128d16d;5,48 CM
115.2.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,2;;1;1010020004;;;;;;
115.3;CHAPA DE ALUMINIO 5052 H34  #4,00MM 850 X 200MM;1;20 CM;1,836 KG;;CG C;301014;301014;3;NEO20260128bf85;85 CM
115.3.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,2;;1;1010010004;;;;;;
115.4;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 180MM";2;18 CM;0,2664 KG;;CS;301028;301028;3;NEO20260128c38a;3,81 CM
115.4.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
116;PAINEL LAJE ESCORAMENTO FIXO-PLE-20X30;10;;18;;S;301017;301017;3;NEO2026012870b0;
116.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 200 X 280MM;10;28 CM;6,048 KG;;CG C;301014;301014;3;NEO202601281834;20 CM
116.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,28;;1;1010010004;;;;;;
116.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 30MM";10;3 CM;0,408 KG;3010010159;;;;;;
116.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,03;;1;1010020001;;;;;;
116.3;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 200MM;20;20 CM;5,44 KG;;CS F;301001;301001;3;NEO20260128d16d;5,48 CM
116.3.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,2;;1;1010020004;;;;;;
116.4;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 280MM";20;28 CM;7,616 KG;3010010016;;;;;;
116.4.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,28;;1;1010020001;;;;;;
117;PAINEL LAJE ESCORAMENTO FIXO-PLE-30X20;1;;1;;S;301017;301017;3;NEO2026012868f6;
117.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 300 X 180MM;1;18 CM;0,5832 KG;;CG C;301014;301014;3;NEO202601283018;30 CM
117.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,18;;1;1010010004;;;;;;
117.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 30MM";1;3 CM;0,0408 KG;3010010159;;;;;;
117.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,03;;1;1010020001;;;;;;
117.3;BARRA CHATA DE ALUMINIO LISA C/ ENCAIXE X 300MM;2;30 CM;0,816 KG;;CS F;301001;301001;3;NEO20260128b2b4;5,48 CM
117.3.1;BARRA CHATA DE ALUMÍNIO LISA C/ ENCAIXE 6000MM;0,3;;1;1010020004;;;;;;
117.4;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 180MM";2;18 CM;0,4896 KG;3010010022;;;;;;
117.4.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,18;;1;1010020001;;;;;;
118;CANTO  LAJE-CL-76X20;2;;10;3010100026;;;;;;
118.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
118.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
118.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
118.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
118.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 760MM";2;76 CM;9,196 KG;3010110145;;;;;;
118.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,76;;1;1010030008;;;;;;
119;CANTO LAJE-CL-72X20;2;;9;3010100771;;;;;;
119.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
119.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
119.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
119.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
119.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 720MM";2;72 CM;8,712 KG;3010116499;;;;;;
119.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,72;;1;1010030008;;;;;;
120;CANTO LAJE-CL-68X20;2;;9;3010100063;;;;;;
120.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
120.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
120.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
120.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
120.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 680MM";2;68 CM;8,228 KG;3010110383;;;;;;
120.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,68;;1;1010030008;;;;;;
121;CANTO LAJE-CL-62X20;4;;17;3010100037;;;;;;
121.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";8;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
121.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
121.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";8;18,1 CM;2,85256 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
121.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
121.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 620MM";4;62 CM;15,004 KG;3010110157;;;;;;
121.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,62;;1;1010030008;;;;;;
122;CANTO LAJE-CL-44X20;2;;6;3010100105;;;;;;
122.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
122.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
122.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 440MM";2;44 CM;5,324 KG;3010110514;;;;;;
122.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,44;;1;1010030008;;;;;;
122.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
122.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
123;CANTO LAJE-CL-18X20;3;;5;3010100011;;;;;;
123.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";6;18,1 CM;2,13942 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
123.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
123.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 180MM";3;18 CM;3,267 KG;3010110129;;;;;;
123.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,18;;1;1010030008;;;;;;
124;CANTO LAJE-CL-105x20;2;;13;3010100053;;;;;;
124.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
124.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
124.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
124.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
124.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 1050MM";2;105 CM;12,705 KG;3010110373;;;;;;
124.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";1,05;;1;1010030008;;;;;;
125;CANTO LAJE-CL-99X20;3;;19;3010100132;;;;;;
125.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";6;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
125.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
125.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";6;18,1 CM;2,13942 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
125.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
125.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 990MM";3;99 CM;17,9685 KG;3010110618;;;;;;
125.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,99;;1;1010030008;;;;;;
126;CANTO LAJE-CL-91X20;2;;12;3010100128;;;;;;
126.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
126.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
126.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
126.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
126.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 910MM";2;91 CM;11,011 KG;3010110557;;;;;;
126.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,91;;1;1010030008;;;;;;
127;CANTO LAJE-CL-83x20;1;;5;3010100038;;;;;;
127.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";2;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
127.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
127.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
127.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
127.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 830MM";1;83 CM;5,0215 KG;3010110158;;;;;;
127.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,83;;1;1010030008;;;;;;
128;CANTO LAJE-CL-74X20;1;;4;;S;301010;301010;3;NEO20260128e406;
128.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";2;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
128.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
128.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
128.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
128.3;"PERFIL DE ALUMINIO CANTO ""L"" 200 X 740MM";1;74 CM;4,477 KG;;CS F C;301011;301011;3;NEO20260128a254;20 CM
128.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,74;;1;1010030008;;;;;;
129;CANTO  LAJE-CL-71X20;2;;9;3010100024;;;;;;
129.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";4;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
129.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
129.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
129.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
129.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 710MM";2;71 CM;8,591 KG;3010110143;;;;;;
129.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,71;;1;1010030008;;;;;;
130;CANTO LAJE-CL-60X20;4;;16;3010100022;;;;;;
130.1;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";8;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
130.1.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
130.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";8;18,1 CM;2,85256 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
130.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
130.3;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 600MM";4;60 CM;14,52 KG;3010110141;;;;;;
130.3.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,6;;1;1010030008;;;;;;
131;CANTO LAJE-CL-59X20;1;;3;;S;301010;301010;3;NEO202601284129;
131.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
131.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
131.2;"PERFIL DE ALUMINIO CANTO ""L"" 200 X 590MM";1;59 CM;3,5695 KG;;CS F C;301011;301011;3;NEO202601283239;20 CM
131.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,59;;1;1010030008;;;;;;
131.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";2;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
131.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
132;CANTO LAJE-CL-54X20;1;;3;3010100125;;;;;;
132.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";2;18,1 CM;0,71314 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
132.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
132.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 540MM";1;54 CM;3,267 KG;3010110554;;;;;;
132.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,54;;1;1010030008;;;;;;
132.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";2;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
132.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
133;CANTO LAJE-CL-35X20;2;;5;3010100124;;;;;;
133.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";4;18,1 CM;1,42628 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
133.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
133.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 350MM";2;35 CM;4,235 KG;3010110553;;;;;;
133.2.1;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 6000MM";0,35;;1;1010030008;;;;;;
133.3;"PERFIL DE ALUMINIO ""U"" 1 1/2"" X 1/8"" X 181MM";2;18,1 CM;0,2368 KG;;CS;301028;301028;3;NEO20260128cabf;3,81 CM
133.3.1;"PERFIL DE ALUMÍNIO ""U"" 1 1/2"" X 1/8"" X 6000MM";0,18;;1;1010030005;;;;;;
134;CANTO LAJE-CL-34X20;3;;8;3010100057;;;;;;
134.1;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 181MM";6;18,1 CM;2,13942 KG;;CS F;301001;301001;3;NEO20260128af32;7,62 CM
134.1.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,18;;1;1010020003;;;;;;
134.2;"PERFIL DE ALUMÍNIO CANTO ""L"" 200 X 340MM";3;34 CM;6,171 KG;3010110377;;;;;;
