NIVEL;DESCRIÇÃO ITEM;QUANTIDADE ITEM;COMPRIMENTO;PESO ITEM;CÓDICO ITEM;PROCESSOS;MASCARA ENTRADA;MASCARA SAÍDA;NATUREZA;HASH;LARGURA
1;PAINEL BORDE DE LAJE -BL-32X10;1;;1;;S;301025;301025;3;NEO20260128bcb1;
1.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 320MM;1;32 CM;1,2576 KG;3010110350;;;;;;
1.1.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,32;;1;1010030006;;;;;;
1.2;"BARRA CHATA DE ALUMÍNIO LISA 3"" X 3/8"" X 70MM";2;7 CM;0,394 KG;3010010491;;;;;;
1.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,07;;1;1010020003;;;;;;
1.3;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 320MM";1;32 CM;0,4352 KG;3010010096;;;;;;
1.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,32;;1;1010020001;;;;;;
2;PAINEL BORDE DE LAJE -BL-29X10;1;;1;;S;301025;301025;3;NEO202601284fcd;
2.1;PERFIL DE ALUMINIO PAINEL DE CICLO 100 X 290MM;1;29 CM;1,1397 KG;;CS F;301031;301031;3;NEO202601283870;10 CM
2.1.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,29;;1;1010030006;;;;;;
2.2;"BARRA CHATA DE ALUMÍNIO LISA 3"" X 3/8"" X 70MM";2;7 CM;0,394 KG;3010010491;;;;;;
2.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,07;;1;1010020003;;;;;;
2.3;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 290MM";1;29 CM;0,3944 KG;3010010026;;;;;;
2.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,29;;1;1010020001;;;;;;
3;PAINEL BORDE DE LAJE -BL-240X10;1;;12;;S;301025;301025;3;NEO20260128128b;
3.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 2400MM;1;240 CM;9,432 KG;3010110111;;;;;;
3.1.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;2,4;;1;1010030006;;;;;;
3.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";1;240 CM;3,264 KG;3010010003;;;;;;
3.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
3.3;"BARRA CHATA DE ALUMÍNIO LISA 3"" X 3/8"" X 70MM";2;7 CM;0,394 KG;3010010491;;;;;;
3.3.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,07;;1;1010020003;;;;;;
4;COMPLEMENTO DE ALTURA-CA-65X20X10;2;;13;;S;301006;301006;3;NEO20260128d2bf;
4.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 200 X 650MM;2;65 CM;3,8232 KG;;CG C;301014;301014;3;NEO2026012859d3;20 CM
4.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,65;;1;1010010004;;;;;;
4.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";2;20 CM;1,632 KG;3010010053;;;;;;
4.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
4.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 627MM";2;62,7 CM;4,62672 KG;;CS F;301001;301001;3;NEO202601283fcc;5,08 CM
4.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,62;;1;1010020001;;;;;;
4.4;PERFIL DE ALUMINIO TRAVESSA 150 X 178MM;2;17,8 CM;0,9078 KG;;CS;301028;301028;3;NEO20260128591d;15 CM
4.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,17;;1;1010030003;;;;;;
4.5;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 100MM";2;10 CM;1,632 KG;3010010050;;;;;;
4.5.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,1;;1;1010020001;;;;;;
4.6;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 625MM";2;62,46 CM;4,62672 KG;;CS F;301001;301001;3;NEO20260128ba26;5,08 CM
4.6.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,62;;1;1010020001;;;;;;
5;COMPLEMENTO DE ALTURA-CA-60X20;31;;114;3010060017;;;;;;
5.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 200MM;31;20 CM;29,884 KG;;CS F C;301011;301011;3;NEO202601282729;30 CM
5.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;0,2;;1;1010030002;;;;;;
5.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 200MM;31;20 CM;28,954 KG;;CS F C;301011;301011;3;NEO202601286c43;30 CM
5.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;0,2;;1;1010030001;;;;;;
5.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 577MM";62;57,7 CM;48,65264 KG;;CS F;301001;301001;3;NEO20260128e345;5,08 CM
5.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,57;;1;1010020001;;;;;;
5.4;PERFIL DE ALUMINIO TRAVESSA 150 X 178MM;31;17,8 CM;9,3806 KG;;CS;301028;301028;3;NEO20260128591d;15 CM
5.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,17;;1;1010030003;;;;;;
6;COMPLEMENTO DE ALTURA-CA-59X20;3;;8;3010060100;;;;;;
6.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 590 X 200MM;3;20 CM;3,8232 KG;;CG C;301014;301014;3;NEO2026012847c5;59 CM
6.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,2;;1;1010010004;;;;;;
6.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";6;20 CM;1,632 KG;3010010053;;;;;;
6.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
6.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 567MM";6;56,7 CM;4,62672 KG;;CS F;301001;301001;3;NEO202601280f28;5,08 CM
6.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,56;;1;1010020001;;;;;;
6.4;PERFIL DE ALUMINIO TRAVESSA 150 X 178MM;3;17,8 CM;0,9078 KG;;CS;301028;301028;3;NEO20260128591d;15 CM
6.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,17;;1;1010030003;;;;;;
7;COMPLEMENTO DE ALTURA-CA-54X20;1;;1;;S;301006;301006;3;NEO202601286f01;
7.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 200MM;1;20 CM;0,964 KG;;CS F C;301011;301011;3;NEO202601282729;27 CM
7.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;0,2;;1;1010030002;;;;;;
7.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 200MM;1;20 CM;0,934 KG;;CS F C;301011;301011;3;NEO202601286c43;27 CM
7.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;0,2;;1;1010030001;;;;;;
7.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 517MM";2;51,7 CM;1,40624 KG;;CS F;301001;301001;3;NEO202601288cb2;5,08 CM
7.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,51;;1;1010020001;;;;;;
7.4;PERFIL DE ALUMINIO TRAVESSA 150 X 178MM;1;17,8 CM;0,3026 KG;;CS;301028;301028;3;NEO20260128591d;15 CM
7.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,17;;1;1010030003;;;;;;
8;COMPLEMENTO DE ALTURA-CA-40X20;2;;4;3010060097;;;;;;
8.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 200MM;2;20 CM;1,928 KG;;CS F C;301011;301011;3;NEO202601282729;20 CM
8.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;0,2;;1;1010030002;;;;;;
8.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 200MM;2;20 CM;1,868 KG;;CS F C;301011;301011;3;NEO202601286c43;20 CM
8.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;0,2;;1;1010030001;;;;;;
8.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 377MM";4;37,7 CM;2,05088 KG;;CS F;301001;301001;3;NEO20260128fc8b;5,08 CM
8.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,37;;1;1010020001;;;;;;
9;COMPLEMENTO DE ALTURA-CA-39X20;1;;1;3010060541;;;;;;
9.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 390 X 200MM;1;20 CM;0,8424 KG;;CG C;301014;301014;3;NEO202601288e7f;39 CM
9.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,2;;1;1010010004;;;;;;
9.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";2;20 CM;0,544 KG;3010010053;;;;;;
9.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
9.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 367MM";2;36,7 CM;0,99824 KG;;CS F;301001;301001;3;NEO20260128a970;5,08 CM
9.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,36;;1;1010020001;;;;;;
10;COMPLEMENTO DE ALTURA-CA-35X20;2;;3;3010060025;;;;;;
10.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 350 X 200MM;2;20 CM;1,512 KG;;CG C;301014;301014;3;NEO202601286070;35 CM
10.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,2;;1;1010010004;;;;;;
10.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";4;20 CM;1,088 KG;3010010053;;;;;;
10.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
10.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 327MM";4;32,7 CM;1,77888 KG;;CS F;301001;301001;3;NEO20260128adec;5,08 CM
10.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,32;;1;1010020001;;;;;;
11;COMPLEMENTO DE ALTURA-CA-34X20;4;;7;3010060094;;;;;;
11.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 340 X 200MM;4;20 CM;2,9376 KG;;CG C;301014;301014;3;NEO20260128457b;34 CM
11.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,2;;1;1010010004;;;;;;
11.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";8;20 CM;2,176 KG;3010010053;;;;;;
11.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
11.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 317MM";8;31,7 CM;3,44896 KG;;CS F;301001;301001;3;NEO202601286dfe;5,08 CM
11.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,31;;1;1010020001;;;;;;
12;COMPLEMENTO DE ALTURA-CA-30X20;3;;5;3010060026;;;;;;
12.1;PERFIL DE ALUMÍNIO PAREDE 300 X 200MM;3;20 CM;3,594 KG;3010110192;;;;;;
12.1.1;PERFIL DE ALUMÍNIO PAREDE 300 X 2450MM;0,2;;1;1010030014;;;;;;
12.2;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 277MM";6;27,7 CM;2,26032 KG;;CS F;301001;301001;3;NEO20260128df63;5,08 CM
12.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,27;;1;1010020001;;;;;;
13;COMPLEMENTO DE ALTURA-CA-28X20;1;;1;;S;301006;301006;3;NEO202601289174;
13.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 280 X 200MM;1;20 CM;0,6048 KG;;CG C;301014;301014;3;NEO202601284377;28 CM
13.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;0,2;;1;1010010004;;;;;;
13.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";2;20 CM;0,544 KG;3010010053;;;;;;
13.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
13.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 257MM";2;25,7 CM;0,69904 KG;;CS F;301001;301001;3;NEO202601287874;5,08 CM
13.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,25;;1;1010020001;;;;;;
14;COMPLEMENTO DE ALTURA-CA-26X20;1;;1;;S;301006;301006;3;NEO2026012835f6;
14.1;PERFIL DE ALUMINIO PAREDE MACHO 300 X 200MM;1;20 CM;0,934 KG;;CS F C;301011;301011;3;NEO202601286c43;26 CM
14.1.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;0,2;;1;1010030001;;;;;;
14.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";1;20 CM;0,272 KG;3010010053;;;;;;
14.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
14.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 237MM";2;23,7 CM;0,64464 KG;;CS F;301001;301001;3;NEO202601284001;5,08 CM
14.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,23;;1;1010020001;;;;;;
15;COMPLEMENTO DE ALTURA-CA-21X20;1;;1;;S;301006;301006;3;NEO202601282d4c;
15.1;PERFIL DE ALUMINIO PAREDE MACHO 300 X 200MM;1;20 CM;0,934 KG;;CS F C;301011;301011;3;NEO202601286c43;21 CM
15.1.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;0,2;;1;1010030001;;;;;;
15.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 200MM";1;20 CM;0,272 KG;3010010053;;;;;;
15.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,2;;1;1010020001;;;;;;
15.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 187MM";2;18,7 CM;0,50864 KG;;CS F;301001;301001;3;NEO20260128d9d6;5,08 CM
15.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,18;;1;1010020001;;;;;;
16;COMPLEMENTO DE ALTURA-CA-20X20;7;;9;3010060020;;;;;;
16.1;PERFIL DE ALUMÍNIO PAREDE 200 X 200MM;7;20 CM;6,86 KG;3010110184;;;;;;
16.1.1;PERFIL DE ALUMÍNIO PAREDE 300 X 2450MM;0,2;;1;1010030014;;;;;;
16.2;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 177MM";14;17,7 CM;3,37008 KG;;CS F;301001;301001;3;NEO20260128723b;5,08 CM
16.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,17;;1;1010020001;;;;;;
17;CANTO EXTERNO-CE-5,4X254,5;1;;30;;F;301019;301019;3;NEO20260128d79b;
17.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 2545MM";5;254,5 CM;30,94 KG;;CS;301028;301028;3;NEO2026012890da;5,08 CM
17.1.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 6000MM";2,54;;1;1010040001;;;;;;
18;CANTO EXTERNO-CE-5,4X260;5;;30;;F;301019;301019;3;NEO202601286106;
18.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 2600MM";5;260 CM;30,94 KG;3010110204;;;;;;
18.1.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 6000MM";2,6;;1;1010040001;;;;;;
19;CANTO EXTERNO-CE-5,4X240;3;;17;;F;301019;301019;3;NEO2026012827cd;
19.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 2400MM";3;240 CM;17,136 KG;3010119999;;;;;;
19.1.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 6000MM";2,4;;1;1010040001;;;;;;
20;CANTO EXTERNO-CE-5,4X215;4;;20;;F;301019;301019;3;NEO20260128bbcc;
20.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 2150MM";4;215 CM;20,468 KG;;CS;301028;301028;3;NEO20260128b548;5,08 CM
20.1.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 6000MM";2,15;;1;1010040001;;;;;;
21;CANTO EXTERNO-CE-5,4X10;4;;1;;F;301019;301019;3;NEO20260128bc86;
21.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 100MM";4;10 CM;0,952 KG;3010290001;;;;;;
21.1.1;"CANTONEIRA ALUMINIO 2"" X 3/8"" X 6000MM";0,1;;1;1010040001;;;;;;
22;CANTO INTERNO-CI-10X150;18;;128;3010050001;;;;;;
22.1;PERFIL DE ALUMÍNIO CANTO DE PAREDE 100 X 100 X 1500MM;18;150 CM;123,93 KG;3010110074;;;;;;
22.1.1;PERFIL DE ALUMÍNIO CANTO DE PAREDE 100 X 100 X 6000MM;1,5;;1;1010030009;;;;;;
22.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 36MM";36;3,6 CM;1,76256 KG;3010013355;;;;;;
22.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,03;;1;1010020001;;;;;;
22.3;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 86MM";36;8,6 CM;4,21056 KG;3010013348;;;;;;
22.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,08;;1;1010020001;;;;;;
23;CANTO INVERTIDO DE CICLO-CIC-30X10X10;1;;2;3010180016;;;;;;
23.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 300MM;1;30 CM;1,179 KG;3010110112;;;;;;
23.1.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,3;;1;1010030006;;;;;;
23.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 71MM";2;7,1 CM;0,27974 KG;;CS F;301001;301001;3;NEO20260128f09e;7,62 CM
23.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,07;;1;1010020003;;;;;;
23.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 71MM";2;7,1 CM;0,19312 KG;;CS F;301001;301001;3;NEO20260128d299;5,08 CM
23.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,07;;1;1010020001;;;;;;
23.4;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 100MM;1;10 CM;1;3010110614;;;;;;
23.4.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,1;;1;1010030006;;;;;;
24;CANTO INVERTIDO DE CICLO-CIC-20X10X20;4;;5;;S;301018;301018;3;NEO202601281c75;
24.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 200MM;4;20 CM;3,144 KG;3010110105;;;;;;
24.1.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,2;;1;1010030006;;;;;;
24.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 71MM";8;7,1 CM;1,11896 KG;;CS F;301001;301001;3;NEO20260128f09e;7,62 CM
24.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,07;;1;1010020003;;;;;;
24.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 71MM";8;7,1 CM;0,77248 KG;;CS F;301001;301001;3;NEO20260128d299;5,08 CM
24.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,07;;1;1010020001;;;;;;
24.4;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 100MM;4;10 CM;1;3010110614;;;;;;
24.4.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,1;;1;1010030006;;;;;;
25;CANTO INVERTIDO DE CICLO-CIC-10X10X30;1;;1;;S;301018;301018;3;NEO2026012886a8;
25.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 100MM;1;10 CM;0,393 KG;3010110614;;;;;;
25.1.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,1;;1;1010030006;;;;;;
25.2;"BARRA CHATA DE ALUMINIO LISA 3"" X 3/8"" X 71MM";2;7,1 CM;0,27974 KG;;CS F;301001;301001;3;NEO20260128f09e;7,62 CM
25.2.1;"BARRA CHATA DE ALUMÍNIO LISA 2"" X 3/8"" X 6000MM";0,07;;1;1010020003;;;;;;
25.3;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 300MM;1;30 CM;1;3010110112;;;;;;
25.3.1;PERFIL DE ALUMÍNIO PAINEL DE CICLO 100 X 6000MM;0,3;;1;1010030006;;;;;;
26;CANTO INTERNO COM TOPO-CIT-10X110;18;;96;3010070001;;;;;;
26.1;PERFIL DE ALUMINIO CANTO DE PAREDE 100 X 100 X 1090MM;18;109,05 CM;90,09711 KG;3010110075;;;;;;
26.1.1;PERFIL DE ALUMÍNIO CANTO DE PAREDE 100 X 100 X 6000MM;1,09;;1;1010030009;;;;;;
26.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 36MM";18;3,6 CM;0,88128 KG;3010013355;;;;;;
26.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,03;;1;1010020001;;;;;;
26.3;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 86MM";18;8,6 CM;2,10528 KG;3010013348;;;;;;
26.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,08;;1;1010020001;;;;;;
26.4;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 100MM";36;10 CM;4,896 KG;3010010050;;;;;;
26.4.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,1;;1;1010020001;;;;;;
27;FECHAMENTO HORIZONTAL-FH-8X72,6;1;;25;;S;301016;301016;3;NEO202601280488;
27.1;PERFIL DE ALUMINIO FECHAMENTO 200 X 726MM;1;72,6 CM;24,568 KG;;CS F;301031;301031;3;NEO20260128cb39;18,797 CM
27.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,72;;1;1010030011;;;;;;
27.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 86MM";3;8,6 CM;1,15328 KG;3010013348;;;;;;
27.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,08;;1;1010020001;;;;;;
28;FECHAMENTO HORIZONTAL-FH-10X148;4;;25;;S;301016;301016;3;NEO2026012818c4;
28.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 1480MM;4;148 CM;24,568 KG;3010110532;;;;;;
28.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;1,48;;1;1010030011;;;;;;
28.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 106MM";8;10,6 CM;1,15328 KG;3010010148;;;;;;
28.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,1;;1;1010020001;;;;;;
29;FECHAMENTO HORIZONTAL-FH-10X113;4;;19;;S;301016;301016;3;NEO202601280d7e;
29.1;PERFIL DE ALUMINIO FECHAMENTO 200 X 1130MM;4;113 CM;18,758 KG;;CS F;301031;301031;3;NEO20260128842f;20,797 CM
29.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;1,13;;1;1010030011;;;;;;
29.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 106MM";8;10,6 CM;1,15328 KG;3010010148;;;;;;
29.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,1;;1;1010020001;;;;;;
30;FECHAMENTO HORIZONTAL-FH-10X80;2;;6;;S;301016;301016;3;NEO202601285f2c;
30.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 800MM;2;80 CM;6,64 KG;3010110098;;;;;;
30.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,8;;1;1010030011;;;;;;
30.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 106MM";4;10,6 CM;0,57664 KG;3010010148;;;;;;
30.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,1;;1;1010020001;;;;;;
31;FECHAMENTO HORIZONTAL-FH-8X65;1;;25;;S;301016;301016;3;NEO202601282bea;
31.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 650MM;1;65 CM;24,568 KG;3010110441;;;;;;
31.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,65;;1;1010030011;;;;;;
31.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 86MM";3;8,6 CM;1,15328 KG;3010013348;;;;;;
31.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,08;;1;1010020001;;;;;;
32;FECHAMENTO HORIZONTAL-FH-8X59;2;;25;;S;301016;301016;3;NEO202601285581;
32.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 590MM;2;59 CM;24,568 KG;3010110208;;;;;;
32.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,59;;1;1010030011;;;;;;
32.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 86MM";6;8,6 CM;1,15328 KG;3010013348;;;;;;
32.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,08;;1;1010020001;;;;;;
33;FECHAMENTO HORIZONTAL-FH-8X15;1;;25;;S;301016;301016;3;NEO202601282dae;
